Name,Sector,Circuit Type,Executive Agency,Line Length (cKM),Month Of Completion,Year Of Completion (FY),matched_districts,matched_areas,matched_district_count,matched_area_count,endpoint0_district,endpoint1_district,area0,area1,is_tantransco,capacity_available,capacity_mw,capacity_note
"LILO of existing Waddekothapally - Bhongir (Both
Ckts.) to proposed at Jangaon (Jangaon District)",State,M/C,TSTRANSCO,104.0,JAN-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Shivarampally - Asifnagar 2nd ckt.,State,S/C,TSTRANSCO,4.0,JAN-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Abdullapur (PG) - Rajokheri,State,D/C,HVPNL,44.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckts of Rangala Rajpur - Palwal at Prithala,State,M/C,HVPNL,25.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"(PMDP - Kashmir) LILO of Zainkote - Delina at Kunzar
(Sterlite S/S)",State,D/C,JKPDD,20.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"Zainakote - Alusteng (Portion of Zainkote -Alusteng -
Mirbazar 220 kV D/C line)",State,D/C,JKPDD,92.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Neemuch - Ratangarh line (GEC-I),State,D/C,MPPTCL,88.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Bareilly - Shahjahanpur line at Faridpur,State,D/C,UPPTCL,8.0,FEB-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220kV Vapi - Tarapur line at 220kV Sarigam,State,M/C,GETCO,13.0,MAR-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
"LILO of one ckt. of 220KV Humbran - Ferozpur Road
(Ludhiana) at 220KV Ladowal",State,D/C,PSTCL,25.0,MAR-20,2019-20,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Raigarh (HVDC stn) - Pugalur (HVDC stn) HVDC Bipole Link,Central,BIPOLE,PGCIL,3531.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Tehri Pooling Station - Meerut (Remaining part),Central,S/C,PGCIL,1.0,APR-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Charging of Tehri Pooling - Meerut line (2nd Ckt.),Central,S/C,PGCIL,1.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ranchi - Medinipur line (PM-JTL-TBCB),Central,D/C,PGCIL,538.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Agra (UP)-Greater Noida (WUPPTCL)(GTL-TBCB),Private,S/C,APL,159.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Fatehgarh PS/S - Bhadla (PG) (initially to be operated at 400 kV) (F-BTL-TBCB),Private,D/C,APL,292.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ghatampur TPS-Agra (UP) (GTL-TBCB),Private,S/C,APL,229.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 765kV Anpara D - Unnao SC (Quad) line at Obra - CTPS,Private,D/C,APL,17.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Hiriyur - Mysore line (Ckt.-II),Central,D/C,PGCIL,206.0,APR-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Baharampur (PG) -Bheramerar (Bangladesh) line (2nd Ckt.) - India Portion,Central,D/C,PGCIL,172.0,MAY-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
NNTPS Sw. Yd. - Ariyalur (Villupuram ) Line,Central,D/C,PGCIL,147.0,JUL-20,2020-21,Viluppuram; Ariyalur,Trichy; Villupuram,2,2,,Viluppuram; Ariyalur,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Rajarhat - Purnea line (Triple Snowbird) (Balance Portion),Central,D/C,PGCIL,420.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Banaskantha PS - Banaskantha (PG) line,Central,D/C,PGCIL,132.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pugalur HVDC - Arasur line (Q),Central,D/C,PGCIL,118.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pugalur HVDC - Pugalur line (Q),Central,D/C,PGCIL,100.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Tehri Gen. - Tehri Pooling Station,Central,S/C,PGCIL,13.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckts. of Chandithala - Kharagpur at Medinipur (PM-JTL-TBCB),Central,D/C,PGCIL,148.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Tumkur (Pavagada) PS - Devanahally (KPTCL) line - (Q),Central,D/C,PGCIL,312.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Additional 400KV D/C line at P.K.Bari s/s and Silchar S/S end for termination of P.K. Bari - Silchar 400KV D/C line,Central,D/C,PGCIL,22.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Darbhanga - Sitamarhi (New) line (Ckt.-I) (Triple Snowbird) (ERSS XXITL - TBCB),Central,D/C,PGCIL,80.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Ckts. of Nabinagar-II - Gaya (Q) line at Chandauti (ERSS XXITL- TBCB),Central,D/C,PGCIL,6.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of North Trichur - Cochin line at North Trichur HDVC Station (Q),Central,D/C,PGCIL,1.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Re-Conducting of Rangpo -New Siliguri line,Central,D/C,PGCIL,220.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Wardha - Aurangabad line (up-gradable on 1200 kV),Central,D/C,PGCIL,696.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of chittoor - Krishnapatnam at Rachagunneri S/S,State,D/C,APTRANSCO,127.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckt. Jhakri Abdullapur at (Gumma) Pragati Nagar,State,D/C,HPPTCL,3.0,OCT-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one circuit of Akal - Jodhpur (new) line at Jaisalmer-2 (GEC-I),State,D/C,RVPNL,14.0,OCT-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thennampatty - SEPC IPP,State,D/C,TANTRANSCO,104.0,OCT-20,2020-21,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Sagardighi TPS - Gokarna line,State,D/C,WBSETCL,89.0,OCT-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ramgarh - Bhadla line (Ckt-I),State,D/C,RVPNL,160.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Ramgarh - Bhadla line (Ckt-II),State,D/C,RVPNL,160.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Madakkathara - Areekode line,State,D/C,KSEB,176.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nagda - Ujjain line (GEC-I),State,DCDS,MPPTCL,53.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Ckts. of Mamidipalli- Dindi TMDC line to Maheshwaram S/S on M/C,State,M/C,TSTRANSCO,13.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Yurembam - Thoubal via Nambol,State,D/C,"ED, Manipur",90.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Somanahalli - Kolar SC line to Mylasandra (New Electric City),State,S/C,KPTCL,2.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt. of Satna (PGCIL) - Bina (PGCIL) at Sagar (GEC-I),State,DCDS,MPPTCL,50.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nagda (400kV) S/S - Ujjain (400kV) S/S (Ckt-II),State,DCDS,MPPTCL,53.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Nagda - Mandsaur (GEC-I),State,DCDS,MPPTCL,137.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO Agra(South)-Fahtehabad(Agra) at Firozabad,State,D/C,UPPTCL,26.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Gorakhpur (PG) - Lucknow (PG) line Ckt.-IV at Basti,State,D/C,UPPTCL,60.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Tanda (TPS) - Bhaukhari (Basti) line,State,D/C,UPPTCL,88.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
New Kohima -New Mariani (Twin Moose ACSR) (K-MTL - TBCB),Private,D/C,KPTL,236.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Imphal - New Kohima (Twin Moose ACSR) (K-MTL - TBCB),Private,D/C,KPTL,272.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Surajmaninagar - P. K. Bari line (NER-II TL-TBCB),Private,D/C,SGL,155.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Silchar (PG) - Misa (PG) (Q) line (NER-II TL-TBCB),Private,D/C,SGL,357.0,FEB-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Roza - Badaun,Private,D/C,APL,171.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Pugalur - North Trichur (Kerala) HVDC Bipole Link,Central,HVDC,PGCIL,288.0,MAR-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Neyveli - Kadalangudi line,State,S/C,TANTRANSCO,77.0,APR-20,2020-21,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO in 230 kV Othakalmandapam - Palladam at the proposed Edayarpalayam 400 kV SS,State,D/C,TANTRANSCO,4.0,JUL-20,2020-21,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO in the existing 230 kV Neyveli TS-I Tiruvannamalai at Sankarapuram 230 kV SS,State,D/C,TANTRANSCO,64.0,JUL-20,2020-21,Tiruvannamalai,Villupuram,1,1,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Neyveli 230/110 kV SS to the existing Thiruvannamalai and Cuddalore feeders,State,D/C,TANTRANSCO,6.0,SEP-20,2020-21,Cuddalore,Villupuram,1,1,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO in the existing 230 kV Pasumalai - Alagarkoil at the proposed Samayanallur 230 kV SS,State,D/C,TANTRANSCO,9.0,OCT-20,2020-21,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Cuddalore - Veerapuram (SP Koil) Via Neyveli,State,D/C,TANTRANSCO,348.0,JAN-21,2020-21,Cuddalore,Villupuram,1,1,Cuddalore,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of existing 230 kV Shoolagiri - Vinnamangalam line at the proposed Tirupattur 230 kV SS,State,D/C,TANTRANSCO,12.0,JAN-21,2020-21,,,0,0,,,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Thingalur - Ingur 230kV line at the proposed Erode GIS S/S,State,D/C,TANTRANSCO,28.0,FEB-21,2020-21,Erode,Erode,1,1,,Erode,,,True,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Parulia - Dtps at Durgapur steel TPS,Central,D/C,DVC,14.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jagalur (Hiremallanahole) - Kudligi,State,D/C,KPTCL,83.0,APR-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kothipura (Ramanagara) - Tubinakere,State,D/C,KPTCL,142.0,APR-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of Bhopal - Hoshangabad at Adampur,State,D/C,MPPTCL,6.0,MAY-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Meramundali - Duburi Ckt-I at Goda,State,S/C,OPTCL,12.0,MAY-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
PGCIL Bhadson - Salempur,State,D/C,HVPNL,13.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 220 kV Sarni - Pandhurna line at Betul (PGCIL),State,D/C,MPPTCL,78.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckt. Nagda - Neemuch at Mandsaur (LILO from loc.No. 211) S/s (GEC-I),State,DCDS,MPPTCL,56.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Ratlam - Daloda 220kV line at Jaora (2nd Ckt.),State,D/C,MPPTCL,4.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of 2nd Ckt. of PGCIL Jalandhar - Kotla Jangan (nakodar) line at Kartarpur,State,D/C,PSTCL,1.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Rudrapur (Brahmwari) - Ghansali (Srinagar) line,State,D/C,PTCUL,150.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of 220kV KTS-Lower Sileru-I line - 400/220kV Asupaka S/S,State,D/C,TSTRANSCO,1.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Sikandararao - Jawaharpur TPSat Kashganj,State,D/C,UPPTCL,88.0,JUN-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Dwarka - Pappan Kalan-I (underground XLPE Cable),State,D/C,DTL,3.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Termination of one d/c of Achhalia- Jambuva line at Vyankatpura s/s,State,D/C,GETCO,72.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Lahal - bhudhil line,State,S/C,HPPTCL,2.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Ckts. of Badshahpur - Sector -77 at Sohna Road Gurugram,State,D/C,HVPNL,3.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Kadakola - Chamarajanagara line to the proposed line at Begur,State,M/C,KPTCL,100.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt of Ashta- Dewas line at 220 kV S/S Chapda S/S,State,D/C,MPPTCL,68.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Pandharpur - Malinagar at Bhalwani S/S,State,D/C,MSETCL,20.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Upgradation of 132kV Malegaon - Manmad SCSC line to 220kV line using same corridor/ROW,State,D/C,MSETCL,65.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bolangir (OPTCL) - Bolangir (PGCIL),State,D/C,OPTCL,3.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gonda - Sohawal (PG),State,D/C,UPPTCL,41.0,JUL-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kaithal (PGCIL) - Neemwala,State,D/C,HVPNL,64.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Daltonganj (PG)- Garhwa,State,D/C,JUSNL,183.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Godda - Dumka line,State,D/C,JUSNL,142.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Godda - Lalmatia,State,D/C,JUSNL,44.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jasidih - Dumka,State,D/C,JUSNL,149.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jasidih - Giridih line,State,D/C,JUSNL,154.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both ckt of Nagda - Neemuch 220 KV line at Mandsore(Sitamau) 400 kV S/s (Ckt II),State,DCDS,MPPTCL,47.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Mandsaur (Sitamau) - Marut Shakti Pool (GEC-I),State,DCDS,MPPTCL,93.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt of existing STPS - Ratangarh line at 220kV GSS Rawatsar,State,D/C,RVPNL,85.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chhata- Vrindawan Line,State,S/C,UPPTCL,35.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Maath(400)- Vrindawan Line,State,S/C,UPPTCL,44.0,AUG-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Shalimarbagh - Sanjay Gandhi Transport Nagar,State,M/C,DTL,8.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Asoj - IOCL line with ACSR Zebra conductor,State,D/C,GETCO,66.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Wanakbori - Asoj and Wanakbori - Vyankatpura line on M/C tower with ACSR Zebra conductor and OPGW at Selvaliya S/S,State,D/C,GETCO,23.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of FGPP - BBMB Samaypur line at Sector58 S/s,State,D/C,HVPNL,5.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one ckt. Nuna Majra - Daultabad at Sec.-107 Gurugram,State,D/C,HVPNL,4.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Madakkathara - Malaparamba line,State,D/C,KSEB,97.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Shujalpur - Narsinghgarh Line,State,DCDS,MPPTCL,51.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kamalapuram LISS - V.K.Ramavaram line,State,D/C,TSTRANSCO,28.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Baghpat (220) - Baghpat (400) (2nd line),State,D/C,UPPTCL,15.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Ataur - Muradnagar-II line at Madhuban Bapudham,State,D/C,UPPTCL,24.0,SEP-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Kanwan - Dhar line (GEC-I),State,DCDS,MPPTCL,63.0,OCT-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Jhalawar - Chhabra line at 220 KV GSS Aklera,State,D/C,RVPNL,98.0,OCT-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of both Purnea (PG) - Begusarai at Khagaria (New),State,D/C,BSPTCL,14.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bemetara - Mungeli line 2nd circuit,State,S/C,CSPTCL,40.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Gurur - Kurud (Bangoli),State,D/C,CSPTCL,74.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Jambuva - Waghodia ( PGCIL) line with AL-59 Conductor,State,D/C,GETCO,68.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Vallabhipur - Vartej line at Maglana S/s,State,D/C,GETCO,9.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Palanpur - Amarigadh (DFCC) line,State,D/C,GETCO,80.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Snail -Hatkoti,State,D/C,HPPTCL,13.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Konnakuzhy - Chalakudy line,State,D/C,KSEB,22.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Jadla - Jamsher at 220 KV S/S Banga,State,D/C,PSTCL,11.0,NOV-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Bhatia - Bhogat line (AL-59),State,D/C,GETCO,26.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of one Ckt. of Ukai - Achhaliya line no.3 at Virpor (Package -2),State,D/C,GETCO,27.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Devanahalli Hardware park - Devanahali HW park S/S,State,M/C,KPTCL,12.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Second Ckts. from BAIL (Begur - Hoskote at Devanahlli H/W Park,State,S/C,KPTCL,18.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Brahmapuram - Thuthiyoor line,State,M/C,KSEB,8.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Thuthiyoor - Kaloor (UG Cable),State,D/C,KSEB,14.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Badod - Nalkheda (Susner ) (GEC),State,DCDS,MPPTCL,105.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Shirsuphal - Shirsai line,State,S/C,MSETCL,3.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO of Muzaffarnagar - Nanauta line at Badhaikalan,State,D/C,UPPTCL,10.0,DEC-20,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
Chelari - Nallalam,State,M/C,KSEB,25.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
LILO on 220 kV Deoli (PG) - Ghatodi line for 220kV Yavatmal,State,D/C,MSETCL,21.0,JAN-21,2020-21,,,0,0,,,,,False,False,,"Not derivable: source has no MW/MVA rating, structured voltage, or conductor rating"
